RA_deg,Dec_deg,Gaia_magnitude
264.461332,-8.118721,4.46
160.884615,-60.566627,4.46
243.075882,-27.926316,4.46
207.858073,64.723283,4.46
350.159263,23.740359,4.46
130.053744,64.327872,4.47
55.708842,-37.313345,4.47
10.331567,-46.085009,4.47
57.589483,71.332368,4.47
81.709284,3.095677,4.47
237.398742,26.068549,4.47
238.403035,-25.32708,4.47
357.231166,-28.130015,4.47
154.903188,-55.029315,4.47
168.150085,-60.317631,4.47
294.176621,-24.883567,4.47
281.094899,39.612596,4.47
142.286828,-2.768956,4.47
164.179151,-37.137463,4.48
64.560731,50.295639,4.48
238.167477,42.449988,4.48
221.310405,16.964403,4.48
151.281219,-13.064674,4.48
231.334385,-38.733588,4.48
111.678587,49.211645,4.49
119.966896,-18.399142,4.49
4.273065,38.681679,4.49
308.475784,35.250865,4.49
233.543832,-10.06396,4.49
47.822506,39.611571,4.49
28.388902,3.187478,4.49
1.333941,-5.707833,4.49
270.120502,-3.690161,4.5
166.255125,7.336123,4.5
137.011905,-25.858537,4.5
82.982751,-7.301526,4.5
246.950946,-8.371701,4.5
284.054835,4.20353,4.5
193.663417,-59.146665,4.5
166.63531,-62.424137,4.5
59.98115,-24.016257,4.5
75.773767,21.590062,4.5
278.375667,-42.312459,4.5
191.59479,-56.48878,4.5
14.16671,59.181166,4.5
173.690466,-54.264132,4.5
359.43979,25.141479,4.51
224.39633,65.932381,4.51
44.803058,21.340445,4.51
237.744807,-25.751235,4.51
240.884254,-57.774874,4.51
205.184552,54.681661,4.51
277.843444,-62.278191,4.51
118.265177,-49.613079,4.51
115.884982,-28.410957,4.51
189.969006,-39.987242,4.51
282.800028,59.388289,4.51
130.918251,-7.233728,4.51
138.937789,-37.413126,4.51
73.723767,10.151145,4.52
291.62954,0.338576,4.52
235.297982,-44.660559,4.52
346.045132,50.051684,4.52
259.417858,37.291343,4.52
234.844516,36.635828,4.52
308.827117,14.674185,4.52
58.427846,-24.612213,4.52
339.343607,51.545374,4.52
206.664035,-51.432698,4.52
271.826476,8.733794,4.52
90.979932,20.138459,4.52
252.458221,-10.782801,4.52
88.524584,-63.091021,4.53
112.677542,-30.962283,4.53
109.57667,-36.733967,4.53
240.803584,-49.229721,4.53
113.845572,-28.369278,4.53
156.851993,-57.638814,4.53
40.86296,27.707171,4.53
68.461897,14.844487,4.53
180.218293,6.614395,4.53
76.142243,15.404181,4.53
190.648171,-48.813035,4.54
271.255094,-29.580076,4.54
27.39663,-10.686181,4.54
234.941562,-34.411893,4.54
103.905829,-20.136593,4.54
109.145839,-27.881273,4.54
100.244421,9.89576,4.54
130.821721,21.468596,4.54
274.513283,-27.042635,4.54
275.914808,-8.93451,4.54
163.494608,43.190015,4.54
300.275042,27.753564,4.54
17.863309,21.034676,4.54
189.811719,-7.995504,4.54
136.409925,-70.538521,4.54
63.722126,40.483724,4.55
52.341793,49.509019,4.55
18.43723,24.583765,4.55
123.052954,17.648138,4.55
281.084739,39.669977,4.55
91.538892,-14.935286,4.55
293.085777,69.665402,4.55
277.299383,-14.565805,4.55
315.322757,-32.257767,4.55
137.72888,63.513781,4.55
69.818549,15.918024,4.55
270.014253,16.750945,4.55
150.053435,8.044277,4.56
44.69021,39.662827,4.56
324.437675,-7.854142,4.56
202.991442,-6.255711,4.56
294.844185,30.153233,4.56
245.086813,-78.695656,4.56
144.614105,4.649414,4.56
31.122625,-29.29684,4.56
134.080325,-52.723511,4.56
159.680053,31.97622,4.56
340.896886,-18.830307,4.56
203.614056,49.015906,4.56
23.483025,59.232097,4.56
66.65157,14.713858,4.57
79.78366,40.100667,4.57
325.523582,51.189627,4.57
191.407984,-60.981161,4.57
120.305402,-1.392424,4.57
159.687552,-59.182999,4.57
114.575197,-25.364788,4.57
353.768877,-42.615101,4.57
330.822665,-56.779806,4.57
175.053418,-34.744655,4.58
174.170619,-9.802254,4.58
253.498864,-42.36202,4.58
317.585296,10.131949,4.58
80.112132,-21.239739,4.58
298.959271,-26.299687,4.58
280.568426,-9.052554,4.58
343.601601,84.346119,4.58
353.319271,-20.914525,4.58
196.56971,-48.463254,4.59
140.373328,-25.965416,4.59
83.181976,32.192031,4.59
44.928735,8.907401,4.59
140.801401,-28.833923,4.59
52.342444,-62.938434,4.59
298.561757,8.46165,4.59
209.412237,-63.686616,4.59
347.478654,-22.457592,4.59
176.190662,-18.350615,4.59
76.377877,-57.472989,4.59
73.133182,14.250778,4.59
82.433256,-1.092176,4.59
319.484361,-32.172486,4.59
141.826239,-22.343418,4.6
199.385988,40.572563,4.6
157.583646,-71.99272,4.6
87.760043,37.305682,4.6
80.440615,-0.382469,4.6
21.482934,68.129947,4.6
325.664238,-18.866301,4.6
156.478613,33.796264,4.6
158.308322,40.42554,4.6
185.179555,17.792653,4.6
181.080157,-63.165711,4.6
122.818005,-12.927018,4.6
92.574638,-54.968661,4.6
259.15294,-0.445142,4.6
240.69938,46.036854,4.6
313.163357,-8.983238,4.61
242.243036,36.490109,4.61
165.456954,-2.484497,4.61
103.660808,13.178016,4.61
241.622598,-45.173275,4.61
122.857903,-42.987289,4.61
36.405837,50.278666,4.61
7.942991,54.522325,4.62
292.943004,34.452977,4.62
38.021988,-15.24432,4.62
354.462231,-45.492321,4.62
237.81643,20.977875,4.62
285.778469,-42.094994,4.62
314.956459,47.520945,4.62
269.948153,-23.816011,4.62
19.866575,27.264087,4.62
130.30475,-47.317141,4.62
330.828457,-2.155336,4.62
49.996903,65.652327,4.62
199.60405,-18.308611,4.62
52.654374,-5.075163,4.62
135.636358,67.629575,4.62
39.949664,-42.891633,4.62
212.478986,-53.438726,4.62
308.894867,-60.581298,4.63
235.486744,-19.678574,4.63
208.302285,-31.927586,4.63
214.041956,51.367014,4.63
177.060373,-66.814871,4.63
349.655862,68.111418,4.63
235.670988,-34.710333,4.63
260.498062,-67.77065,4.64
215.654675,-58.459158,4.64
169.783098,38.185722,4.64
119.417132,-30.334587,4.64
346.77808,25.46834,4.64
7.853567,-48.803562,4.64
42.759775,-21.003979,4.64
201.863492,-15.973631,4.64
186.006176,51.562229,4.64
94.711583,69.320034,4.64
42.618904,-75.066881,4.64
145.320942,-23.591521,4.64
265.098885,-49.415155,4.64
207.947873,34.444318,4.64
88.110178,1.855158,4.64
194.731108,17.409361,4.64
160.558933,-64.466454,4.64
289.054332,21.390443,4.64
46.385107,56.705548,4.65
139.943328,-11.974882,4.65
270.770461,-8.180258,4.65
193.588226,-9.538946,4.65
341.870614,83.153716,4.65
172.578674,-3.003459,4.65
101.832685,8.037283,4.65
300.889214,-37.940491,4.65
304.446685,38.032947,4.65
264.237875,68.757189,4.65
307.215099,-17.813668,4.65
84.721216,-7.212708,4.65
11.047523,-10.609274,4.65
305.165861,-12.759044,4.65
335.330532,28.330516,4.66
281.361901,-64.870898,4.66
185.62633,25.846182,4.66
154.934626,19.471436,4.66
262.853962,-23.96258,4.66
67.639871,16.194076,4.66
146.050543,-27.769563,4.66
123.37301,-35.899542,4.66
336.964488,4.696411,4.66
267.546292,-40.090428,4.66
13.252044,-1.144221,4.66
74.982138,-12.537204,4.66
32.121441,37.859183,4.66
56.509719,63.345068,4.66
199.401195,5.469845,4.66
0.399379,-77.065294,4.66
215.177296,-45.186881,4.66
83.761172,-6.002029,4.66
215.774616,-27.753734,4.66
122.114598,51.506676,4.66
3.65045,20.206697,4.67
73.15833,36.703196,4.67
270.065823,4.368647,4.67
198.812491,-67.894563,4.67
267.293639,-31.703184,4.67
247.551991,-25.115159,4.67
29.482398,23.596096,4.67
125.632078,-48.490397,4.67
140.236793,-62.404633,4.67
303.816212,25.591969,4.67
237.808072,35.658226,4.67
333.903687,-41.34675,4.67
137.598026,67.134239,4.68
65.388119,46.498963,4.68
244.57467,-28.613776,4.68
220.855716,26.527891,4.68
303.325175,46.81567,4.68
139.046995,54.021712,4.68
214.499234,35.509471,4.68
225.527134,25.008256,4.68
259.331544,33.100114,4.68
140.120942,-9.555629,4.68
196.794616,27.624907,4.68
320.189932,-40.809509,4.68
66.023724,17.444212,4.68
75.359771,-7.173978,4.68
336.319219,1.377392,4.68
188.712991,22.62919,4.68
48.958445,-8.81984,4.68
340.439207,29.307689,4.68
99.832613,42.489012,4.68
10.516184,50.512542,4.68
13.267831,61.123557,4.68
313.311439,44.387267,4.68
161.028905,-63.961101,4.68
89.498574,25.953916,4.69
276.337648,-20.541609,4.69
309.630385,21.20118,4.69
217.050918,-2.22795,4.69
312.234556,46.114141,4.69
77.424831,15.597272,4.69
120.083205,-63.567503,4.69
143.766052,39.621443,4.69
171.152522,-10.859383,4.69
79.370931,-34.89439,4.69
252.309164,45.983448,4.7
276.495783,65.563546,4.7
316.101353,-19.854931,4.7
255.265106,-4.222454,4.7
240.573705,22.804395,4.7
155.581692,-41.650108,4.7
186.632451,-51.450612,4.7
337.661729,-10.677886,4.7
29.291637,-47.385299,4.7
212.599785,25.091823,4.7
335.379464,12.205173,4.7
103.387127,-20.224264,4.7
245.5185,1.028922,4.7
78.357215,38.484674,4.7
99.819652,-14.145747,4.7
204.365404,36.294841,4.7
355.440823,-17.816533,4.7
157.657351,55.980618,4.7
349.435901,49.015283,4.7
113.449866,-14.523901,4.7
107.212818,-39.655674,4.71
109.153487,-23.315602,4.71
284.681142,-37.107089,4.71
256.205629,-34.122922,4.71
228.206686,-44.50036,4.71
225.948674,47.654014,4.71
247.16052,41.881691,4.71
284.265142,-5.846214,4.71
39.890549,-11.871582,4.71
21.912855,45.406953,4.71
125.345976,-33.054372,4.71
281.518617,26.662071,4.71
195.88895,-49.527236,4.71
130.605877,-53.114041,4.71
13.750804,58.972797,4.71
49.839745,3.369971,4.72
248.151659,11.488234,4.72
299.738235,-26.195827,4.72
85.323814,16.534183,4.72
176.320853,8.258175,4.72
114.863975,-38.30806,4.72
165.140164,3.617534,4.72
341.407717,-53.500163,4.72
340.87487,-41.414118,4.72
33.305587,44.231689,4.72
63.484962,9.263898,4.72
346.653374,59.419765,4.72
214.938837,16.306801,4.72
251.324124,56.781687,4.72
22.545596,6.143933,4.72
34.260073,34.22483,4.72
250.229664,64.589086,4.72
112.464226,-23.024299,4.73
284.615647,-52.938607,4.73
275.216925,3.377145,4.73
198.014445,-37.803136,4.73
152.23439,-51.811262,4.73
269.197607,-44.342199,4.73
49.6826,34.222674,4.73
47.984327,74.393869,4.73
229.412033,-63.610487,4.73
215.84475,8.44664,4.74
129.927045,-29.560862,4.74
220.411485,8.161756,4.74
249.687033,48.928277,4.74
49.592065,-22.51115,4.74
309.396832,-61.529744,4.74
263.066162,55.172807,4.74
265.857729,-21.683086,4.74
158.773285,75.712984,4.74
288.884988,-25.256607,4.74
248.520918,-44.045309,4.74
6.982136,-33.007045,4.74
245.524542,30.891734,4.74
331.41955,5.058285,4.74
283.542397,-22.74482,4.74
281.080665,-35.641921,4.74
199.304312,-66.783423,4.74
101.55897,59.441691,4.74
63.598721,-10.255889,4.75
20.584971,45.528757,4.75
133.881315,-27.681626,4.75
296.590914,-19.760895,4.75
48.725478,21.044629,4.75
161.713517,-64.383497,4.75
130.430558,-15.943149,4.75
38.968704,5.593302,4.75
148.551827,-25.932482,4.75
108.305713,-45.182525,4.75
323.693656,38.533827,4.75
159.307495,-27.412687,4.75
356.764111,58.651852,4.76
359.752207,55.754941,4.76
289.40869,-18.952882,4.76
190.470865,10.235843,4.76
88.278685,-33.80144,4.76
254.005665,65.134672,4.76
359.668377,-3.555807,4.76
179.907047,-78.221818,4.76
269.449194,-41.716258,4.76
81.908683,21.936982,4.76
293.804141,-48.099111,4.76
109.668253,-24.558708,4.76
36.487551,-12.290452,4.76
280.880168,-8.275243,4.76
87.253998,24.567555,4.76
195.068689,30.785037,4.76
193.324045,21.245021,4.77
296.068965,37.35427,4.77
72.477777,37.488181,4.77
177.963637,-65.205894,4.77
2.816284,-15.467323,4.77
214.55821,-81.007601,4.77
81.186777,1.846446,4.77
157.842645,-53.715993,4.77
87.387264,12.651366,4.77
312.491998,-33.779673,4.77
339.815329,39.050283,4.77
256.344418,12.740855,4.77
176.634363,-40.501335,4.77
116.531224,18.510169,4.77
114.791485,34.584633,4.77
159.388531,-13.384451,4.77
352.507998,58.54891,4.77
263.043408,55.184111,4.77
240.850844,-38.602471,4.78
198.564284,-59.102859,4.78
85.619435,1.474665,4.78
247.115839,-70.08467,4.78
104.404687,45.094102,4.78
12.208306,50.968192,4.78
21.405039,-14.598754,4.78
192.671612,-33.999268,4.78
297.767057,22.610087,4.78
312.370538,-46.226892,4.78
241.36073,-19.801842,4.78
190.48582,-59.685811,4.79
298.907593,52.439023,4.79
107.913718,39.320544,4.79
159.645888,-16.876637,4.79
40.562204,40.194387,4.79
256.334093,54.469863,4.79
76.86115,18.645007,4.79
343.806768,8.816095,4.79
309.181779,-2.549918,4.79
225.243282,-8.518935,4.79
338.250053,-61.982073,4.79
307.412328,-2.885476,4.79
203.698943,37.182439,4.79
94.998352,-2.94449,4.79
67.969456,-0.043991,4.79
107.557008,-4.237636,4.79
228.655525,-31.519126,4.79
75.356491,-20.051881,4.79
250.393318,-17.742165,4.79
112.768668,82.411569,4.8
29.167328,-22.526712,4.8
90.460108,-10.597939,4.8
311.218847,25.271048,4.8
138.903174,-38.569918,4.8
166.333469,-27.293596,4.8
231.049709,-10.321895,4.8
91.246386,-16.484427,4.8
271.707852,-43.424962,4.8
105.973566,-49.584258,4.8
203.532939,3.659025,4.8
221.246646,-35.191821,4.8
275.074598,21.961441,4.8
96.224592,49.287899,4.8
207.428416,21.264064,4.8
277.939317,-45.914744,4.8
186.600307,27.268263,4.8
195.181607,56.366331,4.81
115.751907,58.710487,4.81
226.824779,24.869593,4.81
302.356736,36.83959,4.81
64.315359,20.57874,4.81
184.085647,23.945423,4.81
62.710138,-41.993741,4.81
301.846536,-52.88081,4.81
145.561131,-23.916209,4.81
119.934103,-3.679578,4.81
243.000006,-10.064185,4.81
65.102734,34.566742,4.81
173.068406,-29.261374,4.81
212.710348,-16.302004,4.81
175.223553,-62.090104,4.81
192.924699,27.540734,4.81
222.754251,-2.29885,4.81
294.222702,-7.027471,4.81
355.997658,29.361553,4.81
349.212294,-7.726466,4.81
134.243446,-59.229359,4.81
303.63326,36.806135,4.81
311.794685,34.374103,4.81
74.814064,37.890482,4.81
285.003423,32.145491,4.82
148.717655,-19.00927,4.82
156.032745,65.566474,4.82
44.765457,35.183114,4.82
332.535348,-32.54844,4.82
197.263679,-23.117973,4.82
120.87958,27.794418,4.82
157.758644,-73.221509,4.82
246.996055,68.768055,4.82
110.556375,-19.016584,4.82
33.093016,30.303215,4.82
198.42909,40.152848,4.82
303.569107,15.197468,4.82
132.448535,-45.30791,4.82
104.066621,-48.721164,4.82
59.355981,63.072249,4.83
343.008114,43.312365,4.83
300.436343,-59.375828,4.83
243.369726,-54.630413,4.83
20.02049,58.231616,4.83
298.965672,38.486704,4.83
351.732939,1.255838,4.83
85.211316,-1.128786,4.83
239.547401,-14.279318,4.83
93.013651,16.130447,4.83
356.59807,3.486872,4.83
10.867045,47.024637,4.83
171.984291,2.856291,4.83
244.377088,75.754704,4.83
188.683605,70.021773,4.83
67.109855,16.359629,4.84
25.145017,40.577106,4.84
272.930533,-23.701168,4.84
239.448304,54.749504,4.84
38.461302,-28.23234,4.84
79.819124,22.096691,4.84
271.507953,22.218892,4.84
50.360863,43.329652,4.84
272.975695,31.405288,4.84
25.443815,42.613807,4.84
240.836112,-25.865149,4.84
207.468102,-18.134076,4.84
88.711608,55.706905,4.84
351.209363,62.282839,4.84
60.325296,-61.079051,4.85
244.253898,-50.068112,4.85
88.874543,-37.120609,4.85
353.488139,31.325322,4.85
29.000016,68.685265,4.85
185.088136,3.312727,4.85
118.374319,26.765859,4.85
255.782733,14.0921,4.85
65.088478,27.350941,4.85
202.108127,13.780188,4.85
356.508496,46.420291,4.85
235.070439,-23.818058,4.85
18.794032,-45.532097,4.85
55.594348,33.965039,4.85
217.043514,-29.49158,4.85
354.945987,-14.222043,4.85
155.742414,-66.901525,4.85
290.136826,-5.415875,4.86
44.699025,-64.071297,4.86
186.7471,26.825722,4.86
25.68132,-3.690117,4.86
275.977704,58.800585,4.86
298.980785,58.84602,4.86
130.006331,-12.475374,4.86
76.66941,51.598143,4.86
232.945801,40.899369,4.86
177.485946,-70.225786,4.86
83.815929,-5.387315,4.86
284.060887,4.202057,4.86
83.845416,-5.416063,4.86
240.360794,29.851078,4.86
165.186801,6.101503,4.86
115.096717,-15.263852,4.86
32.355359,25.939973,4.86
55.56208,-31.938396,4.87
184.125728,33.061799,4.87
111.412078,9.276118,4.87
102.718122,-34.367321,4.87
239.876233,-41.744396,4.87
230.534975,-47.92747,4.87
213.06596,2.409496,4.87
52.012709,49.062931,4.87
136.493241,5.092342,4.87
69.723307,-12.123078,4.87
123.333229,-15.788215,4.87
170.706724,43.482737,4.87
1.12551,-10.509494,4.87
205.436728,-54.559365,4.87
349.740212,-9.610731,4.87
105.728248,-4.239238,4.87
230.800943,30.288241,4.87
344.108328,49.733551,4.87
80.708339,3.544448,4.87
102.691513,41.781565,4.87
332.108034,-34.043721,4.87
291.031549,29.621311,4.87
301.081512,-32.056269,4.87
30.575309,54.487549,4.87
137.768344,-44.867912,4.87
59.284553,61.108917,4.87
142.986635,11.300031,4.87
269.771999,-30.253005,4.88
293.645367,19.773397,4.88
170.802926,-36.164768,4.88
288.479853,57.705255,4.88
91.8818,-37.252921,4.88
285.359832,46.935022,4.88
359.395716,-64.298083,4.88
61.113182,59.155508,4.88
144.302952,6.835775,4.88
81.10546,17.383552,4.88
242.018944,17.046993,4.88
93.936995,-13.718387,4.88
104.027695,-14.043446,4.88
296.6066,33.728688,4.88
175.879999,-62.489399,4.88
109.633246,49.464746,4.88
283.779467,-22.671253,4.88
186.462488,39.018699,4.89
118.065846,-34.706021,4.89
260.078607,18.057216,4.89
78.851715,32.68757,4.89
297.24437,19.141978,4.89
7.011852,17.893075,4.89
24.837579,44.386128,4.89
94.478467,61.515292,4.89
2.580175,46.072271,4.89
143.536672,-51.255282,4.89
299.487585,-15.491263,4.89
184.749286,-55.142975,4.89
160.766831,69.076245,4.89
75.540692,-26.274843,4.89
187.528172,69.201261,4.89
112.453255,27.916199,4.89
174.873471,-65.397749,4.89
281.208054,2.060075,4.9
267.268058,50.780545,4.9
291.318544,-24.508449,4.9
158.237003,-47.003369,4.9
267.362237,76.962278,4.9
67.208754,13.047639,4.9
163.935261,33.506996,4.9
143.301969,-21.115759,4.9
275.386187,49.121469,4.9
81.163092,37.385375,4.9
223.21287,-37.803116,4.9
326.934055,-30.898306,4.9
284.335324,-20.656334,4.9
209.142344,27.492198,4.9
90.814838,-26.28475,4.91
127.364533,-44.724828,4.91
31.641302,22.648404,4.91
252.938564,24.65642,4.91
109.205899,-36.592648,4.91
116.486986,-14.56382,4.91
259.654107,10.864713,4.91
292.665933,-2.788861,4.91
188.782344,18.377001,4.91
255.469372,-32.143401,4.91
213.738183,-57.086075,4.91
313.640155,28.057632,4.91
164.867566,40.430123,4.91
205.403461,-8.703082,4.91
290.713252,-54.423729,4.91
72.548288,-16.217283,4.91
297.657224,52.988167,4.91
201.280668,-74.887497,4.92
0.582976,-29.720448,4.92
339.439254,-4.227763,4.92
121.668099,-45.266042,4.92
70.51436,-37.144766,4.92
49.050853,50.937711,4.92
324.237404,40.413491,4.92
94.110708,12.27171,4.92
202.355231,-51.165115,4.92
232.732295,40.833068,4.92
114.86913,17.674516,4.92
229.237076,-60.957245,4.92
319.613257,43.945967,4.92
198.014519,-16.197903,4.92
229.827416,1.766656,4.92
26.525579,-53.522181,4.92
110.868976,25.0506,4.92
17.002994,43.942241,4.92
91.764012,-62.154411,4.92
181.194432,-76.519175,4.92
100.770868,44.524524,4.92
89.767949,-9.55814,4.92
238.333587,-20.166994,4.92
350.085571,5.381452,4.93
57.296684,24.136826,4.93
80.003838,33.958063,4.93
76.241469,-49.57783,4.93
356.978115,67.806813,4.93
347.381062,8.677172,4.93
332.877435,59.414515,4.93
49.781744,50.095028,4.93
271.756698,30.561868,4.93
99.656802,-48.220231,4.93
129.783624,-22.662906,4.93
312.875208,-51.608167,4.94
78.851522,-26.943437,4.94
113.577808,-23.473663,4.94
55.538946,63.216759,4.94
312.520132,44.058982,4.94
300.339785,50.10468,4.94
92.965901,-6.550283,4.94
151.546755,-47.369865,4.94
318.33516,-70.126217,4.94
80.442782,-24.77295,4.94
309.632951,24.115977,4.94
215.596654,-80.108911,4.94
257.67646,-44.557551,4.94
358.122051,19.12037,4.94
165.210334,39.212132,4.94
295.629552,-16.123974,4.94
92.184767,-68.843457,4.94
96.989883,-4.762147,4.94
12.244624,16.941134,4.95
262.991208,68.134702,4.95
286.744181,11.071305,4.95
81.120463,-0.891669,4.95
143.472938,-80.941294,4.95
249.057217,52.924356,4.95
278.008101,-45.757354,4.95
8.182476,-63.031379,4.95
69.977863,53.079574,4.95
142.989927,9.715798,4.95
116.854166,-38.511156,4.95
309.781635,10.086152,4.95
257.388673,40.777015,4.95
145.07658,-14.332245,4.95
327.461175,30.174279,4.95
104.604607,-34.111726,4.95
48.193015,-1.195933,4.95
148.126962,-8.104916,4.95
108.342779,16.159068,4.95
213.191805,-27.2611,4.95
172.941971,-59.442064,4.95
67.70874,-44.953744,4.95
158.700307,6.953611,4.95
112.335264,28.118404,4.95
159.085685,-59.564295,4.96
80.640739,79.230757,4.96
328.323266,-13.551801,4.96
92.55918,-74.752528,4.96
119.326794,-44.109876,4.96
69.788322,15.800034,4.96
306.830015,-18.211694,4.96
224.183343,-62.780988,4.96
283.679647,-15.603022,4.96
170.841968,-18.779903,4.96
101.905098,-8.998501,4.96
157.572929,-0.636972,4.96
147.146604,46.021233,4.96
72.843389,18.839941,4.96
158.503713,-23.745216,4.96
81.912031,34.475986,4.96
57.067717,11.143366,4.96
160.854291,23.188384,4.96
301.722491,23.614424,4.96
193.653839,-57.168644,4.96
9.034531,54.168454,4.96
328.265678,25.925139,4.97
170.839298,-64.954731,4.97
184.000979,14.899145,4.97
301.289478,19.990877,4.97
111.591065,-51.018496,4.97
147.488173,-45.73276,4.97
132.639433,-46.529196,4.97
242.758863,-29.416007,4.97
355.843152,10.331509,4.97
75.086321,81.194021,4.97
123.492992,-36.3223,4.97
146.631934,57.12799,4.97
335.006168,-80.439643,4.97
275.577517,-38.656825,4.97
98.408003,-1.220111,4.97
52.50096,55.451837,4.97
331.508166,45.014386,4.97
237.815198,-3.09043,4.97
325.046087,43.2738,4.97
141.574906,-53.378936,4.97
350.768988,12.313952,4.97
29.337639,17.817589,4.97
12.146327,-74.923354,4.97
119.773844,-23.310403,4.97
110.487081,20.443716,4.97
267.204788,25.622962,4.97
345.651404,42.757806,4.97
177.187939,-26.749754,4.98
324.888687,2.243763,4.98
87.47314,-66.901231,4.98
65.96599,9.460984,4.98
358.027891,-82.018768,4.98
44.322002,31.934294,4.98
251.666725,-67.109658,4.98
199.221297,-31.506077,4.98
345.021266,56.945381,4.98
289.63537,1.085085,4.98
50.688634,20.742105,4.98
261.054553,-44.162502,4.98
240.309775,17.818026,4.98
216.04746,5.820115,4.98
326.251029,-9.082424,4.98
272.220243,20.045284,4.98
62.511607,80.698674,4.98
103.426005,68.888292,4.99
22.400418,-21.629347,4.99
149.421435,41.055697,4.99
280.945588,-38.323311,4.99
167.14169,-61.94718,4.99
339.65778,56.79571,4.99
238.873389,-68.602986,4.99
334.110702,-41.627202,4.99
77.181945,-4.456246,4.99
276.057507,39.50725,4.99
341.022856,41.819227,4.99
109.659136,-36.742749,4.99
201.531829,-39.754965,4.99
310.009443,-60.547509,4.99
58.412184,-34.732295,4.99
312.120832,-43.988271,4.99
139.095989,-44.265746,5
277.859586,-18.402645,5
45.903766,-59.73762,5
293.780222,-10.560436,5
292.689153,27.965279,5
28.591918,-42.496881,5
172.953364,-59.515649,5
278.759848,-10.977194,5
188.940061,-41.021947,5
275.25424,28.869835,5
76.690195,-4.655163,5
266.036321,-51.833588,5
163.393828,54.585152,5
297.756251,10.416054,5
335.398231,-21.598024,5
345.874013,-34.749617,5
117.924987,1.766878,5
191.661472,16.577649,5
160.486593,65.716462,5
107.697911,-48.932577,5
308.47943,-44.515961,5
143.435666,-49.005093,5
110.511202,36.760638,5
37.007042,-33.811052,5.01
260.22591,24.49944,5.01
173.225625,-31.087235,5.01
19.449934,3.61452,5.01
359.732181,-52.745956,5.01
3.614968,-7.780538,5.01
0.455989,-3.027479,5.01
211.982277,43.854525,5.01
83.818609,-5.389696,5.01
243.813947,-47.37191,5.01
226.329785,-41.067234,5.01
316.179286,-77.022869,5.01
233.655456,-28.046907,5.01
125.016135,27.218621,5.01
51.169005,64.585996,5.01
126.47828,7.564529,5.01
287.918838,56.859096,5.01
102.737867,67.571923,5.02
119.465556,-45.577745,5.02
284.652478,-60.200629,5.02
123.40068,-46.991653,5.02
310.487763,-66.760625,5.02
102.477571,-46.61547,5.02
214.885623,-2.265344,5.02
52.601983,11.336481,5.02
185.232149,-13.565749,5.02
105.908638,10.951846,5.02
172.14628,-42.674218,5.02
233.812084,39.010046,5.02
174.25334,-61.283446,5.02
116.876403,33.415767,5.02
57.38626,33.091381,5.02
9.193629,44.48851,5.02
304.662791,34.982784,5.02
90.864001,19.69061,5.02
298.322379,57.523463,5.02
81.580321,-58.912599,5.02
199.560585,49.682015,5.02
288.427915,2.293714,5.02
291.368931,19.798539,5.02
105.214605,-51.402634,5.02
114.319711,-4.111022,5.02
183.049638,77.616192,5.02
259.502986,-24.286883,5.02
161.739562,-56.757191,5.02
121.268791,13.118371,5.02
239.22284,-33.966022,5.02
18.599862,-7.9235,5.02
145.738494,72.252685,5.03
310.012327,-18.138606,5.03
174.530716,-61.826555,5.03
180.913812,-42.433787,5.03
116.66358,37.517363,5.03
221.500741,-25.442916,5.03
137.098055,66.873333,5.03
17.778222,31.424766,5.03
299.97998,37.042886,5.03
206.734839,-36.251905,5.03
38.025566,36.147231,5.03
30.426677,-44.71339,5.03
196.974179,-10.740385,5.03
94.423886,-16.815913,5.03
166.819817,-42.638781,5.03
251.457888,8.582578,5.03
130.917817,-49.822811,5.03
309.853464,0.486492,5.03
229.016798,-41.491143,5.03
347.934145,8.720128,5.03
132.986843,43.726492,5.03
311.661949,16.124624,5.03
232.159527,1.842163,5.03
185.530778,-67.522093,5.03
222.671932,-15.997092,5.03
97.845915,-12.391909,5.04
158.790093,57.082547,5.04
5.280108,37.9687,5.04
44.156021,-3.712215,5.04
35.589309,55.845656,5.04
226.200205,-64.031373,5.04
117.943099,-13.897191,5.04
325.38722,-14.04686,5.04
343.099027,9.835557,5.04
278.088778,-39.703909,5.04
208.675818,-1.503071,5.04
231.447522,15.428054,5.04
87.721744,-52.108687,5.04
320.723257,6.811113,5.04
49.65717,50.222235,5.04
137.339725,22.045447,5.04
233.610552,-9.18335,5.04
190.316764,-13.01392,5.05
186.077249,26.098613,5.05
194.268252,-51.198716,5.05
134.851587,-59.084397,5.05
12.532185,-10.64377,5.05
179.004098,-17.150809,5.05
134.718443,-47.234823,5.05
318.907877,-20.651691,5.05
291.24071,11.942851,5.05
286.583019,-52.34063,5.05
39.508701,72.818215,5.05
181.958701,-75.367065,5.05
117.421534,-17.228123,5.05
294.158561,44.695188,5.05
357.838841,-18.909155,5.05
17.053838,54.924228,5.05
65.920335,-3.745332,5.05
7.594463,-23.787714,5.05
268.325091,40.007837,5.05
41.239614,12.445967,5.05
291.538016,36.317865,5.05
316.309305,-54.72695,5.05
213.01689,69.432669,5.06
325.76719,72.320183,5.06
111.16746,-16.201424,5.06
61.651658,27.600025,5.06
171.431517,-63.972316,5.06
294.798501,5.397782,5.06
7.056605,44.394489,5.06
125.337706,-36.484194,5.06
283.165026,-52.107138,5.06
86.499554,-32.30638,5.06
